"Freq [GHz]","re(S(1,1)) []","im(S(1,1)) []","re(S(2,1)) []","im(S(2,1)) []","re(partialS(1,1,L1)) []","im(partialS(1,1,L1)) []","re(partialS(2,1,L1)) []","im(partialS(2,1,L1)) []","re(partialS(1,1,L2)) []","im(partialS(1,1,L2)) []","re(partialS(2,1,L2)) []","im(partialS(2,1,L2)) []","re(partialS(1,1,L3)) []","im(partialS(1,1,L3)) []","re(partialS(2,1,L3)) []","im(partialS(2,1,L3)) []","re(partialS(1,1,M01)) []","im(partialS(1,1,M01)) []","re(partialS(2,1,M01)) []","im(partialS(2,1,M01)) []","re(partialS(1,1,M12)) []","im(partialS(1,1,M12)) []","re(partialS(2,1,M12)) []","im(partialS(2,1,M12)) []","re(partialS(1,1,M23)) []","im(partialS(1,1,M23)) []","re(partialS(2,1,M23)) []","im(partialS(2,1,M23)) []","re(partialS(1,1,M34)) []","im(partialS(1,1,M34)) []","re(partialS(2,1,M34)) []","im(partialS(2,1,M34)) []"
5.039,-0.346119647218837,0.93818084067689,-1.24483301452572E-006,-4.56455103701555E-007,0.681979693584543,0.255102898107644,-3.00940576348834E-005,1.35547564747329E-005,0.00789819234524132,0.00281175139165196,8.85811473040573E-006,7.4876324809782E-006,0.00061281231730152,0.000196537554880901,-6.98379859027916E-006,-2.06615199911719E-006,8.79452519867044,3.25844894307765,-2.51911134181244E-005,1.21599327941256E-005,0.314275531052156,0.115972076743452,-5.06899958671835E-005,2.75503972240525E-006,0.00328771890640677,0.0012806914151521,-5.90700039249463E-005,-1.10437595604625E-005,3.12789678976762E-005,1.16176929492908E-005,-2.43928825471605E-005,-6.3357106233411E-006
5.04,-0.344890499456466,0.938633197412953,-1.25628440469745E-006,-4.58787871864013E-007,0.684335917430725,0.255038012982048,-3.07692251365757E-005,1.39497528833601E-005,0.00796085321554172,0.00282087910843358,9.11936294503518E-006,7.68436941053163E-006,0.000615232203604871,0.000195784390176032,-7.13708843617832E-006,-2.09835925345027E-006,8.80923230367192,3.25111437082701,-2.52652992602443E-005,1.24861193432388E-005,0.315468872205329,0.115943485872747,-5.16063662265092E-005,3.02292186610838E-006,0.00331670211674096,0.00128830934160483,-6.01941301984777E-005,-1.11130875283931E-005,3.17950133480783E-005,1.17697178311485E-005,-2.48129518722433E-005,-6.39274180722514E-006
5.041,-0.343659732128214,0.939084322498009,-1.26784879194753E-006,-4.61127987088009E-007,0.686700940742287,0.254969156797295,-3.14435999179453E-005,1.43462056519594E-005,0.00802377962284205,0.00282994087701615,9.38064926741126E-006,7.88057999900439E-006,0.000617654129614501,0.000195026173087062,-7.29089829046747E-006,-2.13029632235312E-006,8.82396638265723,3.24374681450196,-2.53405942650239E-005,1.28124646230205E-005,0.316667311896677,0.115913254778851,-5.25239991171293E-005,3.29247957270639E-006,0.00334581817785068,0.00129589529297371,-6.13201236119342E-005,-1.11806534877575E-005,3.23124275856758E-005,1.19210301509726E-005,-2.52339573249315E-005,-6.44918790171124E-006
5.042,-0.342427342530577,0.939534212315483,-1.27952737627038E-006,-4.6347537667869E-007,0.689074798822278,0.254896298930507,-3.2117175737499E-005,1.47441144334985E-005,0.00808697342462221,0.00283893604118106,9.64196638482454E-006,8.07625950150616E-006,0.000620078104307756,0.00019426289115832,-7.44523233019261E-006,-2.16196193674557E-006,8.83872749914931,3.23634611738259,-2.54170277866143E-005,1.31389743007922E-005,0.317870874821515,0.115881368106983,-5.34429066559609E-005,3.56371606490564E-006,0.0033750680376579,0.00130344893469615,-6.24479976526206E-005,-1.12464507223214E-005,3.28312229769873E-005,1.20716260470629E-005,-2.5655907893407E-005,-6.50504658732364E-006
5.043,-0.34119332794918,0.939982863232251,-1.2913213708383E-006,-4.65829966968008E-007,0.691457527134113,0.254819408532369,-3.27899463692852E-005,1.51434788341339E-005,0.00815043649410115,0.00284786393760063,9.90330687767144E-006,8.27140316709437E-006,0.00062250413689803,0.000193494531931383,-7.60009482503536E-006,-2.19335487976978E-006,8.85351571678057,3.22891212185994,-2.5494629581753E-005,1.34656542419899E-005,0.319079585812802,0.115847810370546,-5.43631011833626E-005,3.83663456645805E-006,0.00340445265234203,0.00131096992857606,-6.35777660202265E-005,-1.13104724890394E-005,3.33514120495095E-005,1.22215016263475E-005,-2.60788126960469E-005,-6.56031552937521E-006
5.044,-0.339957685658726,0.940430271598539,-1.30323200229759E-006,-4.68191680005613E-007,0.693849161302378,0.254738454525346,-3.3461905631094E-005,1.5544298425877E-005,0.00821417072037085,0.00285672389575892,1.01646632190231E-005,8.46600614536036E-006,0.00062493223685146,0.000192721082955997,-7.75549002467954E-006,-2.22447392484132E-006,8.86833109929216,3.22144466943011,-2.55734298189431E-005,1.3792510521022E-005,0.320293469842011,0.115812565949937,-5.52845952589263E-005,4.11123830541974E-006,0.00343397298641431,0.00131845793273296,-6.47094426250813E-005,-1.13727120137946E-005,3.38730074948022E-005,1.23706529614107E-005,-2.65026809818544E-005,-6.61499237197526E-006
5.045,-0.338720412922948,0.940876433747809,-1.31526051161789E-006,-4.70560436842067E-007,0.696249737113576,0.254653405601822,-3.4133047366247E-005,1.59465727442144E-005,0.00827817800856621,0.00286551523787503,1.04260277648464E-005,8.66006368228884E-006,0.000627362413876964,0.000191942531769536,-7.91142233403266E-006,-2.25531780168124E-006,8.88317371053332,3.21394360068841,-2.56534590851575E-005,1.41195494142257E-005,0.321512552019978,0.115775619091327,-5.62074016740234E-005,4.38753051635039E-006,0.00346363001280361,0.00132591260155842,-6.58430415998242E-005,-1.14331624909033E-005,3.43960221700503E-005,1.25190760902752E-005,-2.69275221279423E-005,-6.66907474183017E-006
5.046,-0.337481506994558,0.941321345996647,-1.32740815450582E-006,-4.72936155205469E-007,0.698659290516936,0.254564230222276,-3.48033654518604E-005,1.63503012750917E-005,0.00834246028000499,0.00287423727879071,1.06873927301487E-005,8.85357090551137E-006,0.000629794677945731,0.000191158865914763,-8.06789617236635E-006,-2.28588525273303E-006,8.8980436144606,3.20640875532341,-2.57347483850109E-005,1.44467774145398E-005,0.322736857597788,0.115736953905448,-5.71315334470964E-005,4.66551443277141E-006,0.0034934247129343,0.00133333358567298,-6.69785772858808E-005,-1.14918170869982E-005,3.49204691021891E-005,1.26667670172646E-005,-2.73533456433617E-005,-6.72256025085938E-006
5.047,-0.336240965115197,0.941765004644659,-1.33967620016409E-006,-4.75318749924695E-007,0.701077857625184,0.254470896613415,-3.54728538014216E-005,1.6755483482934E-005,0.00840701947233959,0.0028828893259144,1.09487502445733E-005,9.04652297359817E-006,0.000632229039279233,0.000190370072931595,-8.2249160470058E-006,-2.31617502754722E-006,8.91294087513714,3.19883997211093,-2.58173291563323E-005,1.47742012276358E-005,0.323966411967642,0.115696554366353,-5.8057003829772E-005,4.94519329910744E-006,0.00352335807681788,0.00134072053187336,-6.81160642571483E-005,-1.15486689314812E-005,3.54463614865681E-005,1.28137217075304E-005,-2.77801611783452E-005,-6.77544648714996E-006
5.048,-0.334998784515384,0.942207405974353,-1.35206593302886E-006,-4.77708134019102E-007,0.703505474715339,0.25437337276628,-3.6141506366151E-005,1.71621187753649E-005,0.00847185753974908,0.00289147067908827,1.12100922958438E-005,9.23891501996616E-006,0.000634665508377007,0.000189576140369437,-8.38248650833983E-006,-2.34618582612741E-006,8.92786555673193,3.19123708890805,-2.59012332618187E-005,1.51018277841318E-005,0.325201240663748,0.115654404310178,-5.89838263159171E-005,5.22657035808129E-006,0.00355343110313328,0.00134807308309529,-6.92555173142658E-005,-1.16037111259478E-005,3.5973712693736E-005,1.29599360950123E-005,-2.82079785153154E-005,-6.82773101981801E-006
5.049,-0.333754962414468,0.942648546251029,-1.36457865141826E-006,-4.80104217248682E-007,0.705942178229504,0.254271626434372,-3.68093171375988E-005,1.75702065318558E-005,0.00853697645303758,0.00289998063054123,1.14714107338798E-005,9.43074212464683E-006,0.000637104095997843,0.000188777055758326,-8.54061221239499E-006,-2.3759164121823E-006,8.94281772351898,3.18359994264706,-2.5986492999608E-005,1.54296642348035E-005,0.326441369363193,0.115610487433875,-5.99120146391561E-005,5.5096488646753E-006,0.00358364479931347,0.00135539087835367,-7.03969514847098E-005,-1.16569367381354E-005,3.65025362697644E-005,1.31054060729345E-005,-2.86368075773921E-005,-6.87941139919146E-006
5.05,-0.33250949602057,0.943088421722663,-1.37721566949753E-006,-4.82506905984746E-007,0.708388004775662,0.254165625131722,-3.7476280131399E-005,1.79797460874232E-005,0.00860237819983761,0.00290841846476681,1.17326973406087E-005,9.62199939851037E-006,0.000639544813171139,0.000187972806637735,-8.69929784178275E-006,-2.40536547145136E-006,8.95779743987662,3.17592836932925,-2.6073141118961E-005,1.57577179603182E-005,0.327686823886856,0.11556478729395,-6.08415827781781E-005,5.79443207368551E-006,0.00361400018163402,0.00136267355270899,-7.15403820353721E-005,-1.17083388008193E-005,3.70328459377381E-005,1.32501274980506E-005,-2.90666584303401E-005,-6.93048515440596E-006
5.051,-0.331262382530542,0.9435270286198,-1.38997831603908E-006,-4.84916105188393E-007,0.710842991128487,0.25405533613098,-3.81423894300181E-005,1.83907367384002E-005,0.00866806478476711,0.00291678345842708,1.19939436841396E-005,9.81268188948057E-006,0.000641987671215203,0.000187163380534549,-8.85854819103344E-006,-2.43453171934211E-006,8.97280477028663,3.16822220401888,-2.61612108069066E-005,1.60859965810152E-005,0.328937630200298,0.115517287305175,-6.17725449624473E-005,6.08092325263563E-006,0.0036444982753056,0.00136992073720651,-7.26858244667078E-005,-1.17579103127582E-005,3.75646556025991E-005,1.33940961897885E-005,-2.94975412800334E-005,-6.98094979525124E-006
5.052,-0.330013619129904,0.943964363155428,-1.40286793472964E-006,-4.87331715291388E-007,0.713307174230129,0.253940726461443,-3.8807639126355E-005,1.88031777404347E-005,0.00873403822957348,0.00292507488027681,1.22551413105512E-005,1.00027846950464E-005,0.000644432681726013,0.00018634876498781,-9.018368138617E-006,-2.46341384418604E-006,8.98783977933344,3.16048128083688,-2.6250735707761E-005,1.6414507948682E-005,0.330193814414663,0.115467970739292,-6.27049156763185E-005,6.3691256716698E-006,0.00367514011454949,0.00137713205883133,-7.38332945208226E-005,-1.18056442405306E-005,3.80979793503462E-005,1.35373079301684E-005,-2.99294664804339E-005,-7.03080281021542E-006
5.053,-0.328763202992803,0.944400421524872,-1.41588588559188E-006,-4.89753635173726E-007,0.715780591191035,0.253821762907113,-3.94720233927993E-005,1.9217068312641E-005,0.00880030057332566,0.00293329199104773,1.25162815227771E-005,1.01923027649496E-005,0.000646879856592816,0.000185528947526676,-9.17876253916441E-006,-2.49201056972424E-006,9.00290253170328,3.1527054329546,-2.6341749924991E-005,1.67432601626966E-005,0.33145540278761,0.115416820723709,-6.3638709660632E-005,6.65904261195952E-006,0.00370592674270245,0.00138430714045939,-7.49828081896227E-005,-1.18515335130149E-005,3.86328314554105E-005,1.36797584582657E-005,-3.03624445291738E-005,-7.08004166482043E-006
5.054,-0.327511131281953,0.944835199905671,-1.42903354340908E-006,-4.92181759593464E-007,0.718263279290761,0.253698412004708,-4.01355364165682E-005,1.9632407626352E-005,0.00886685387254446,0.00294143404336184,1.27773556055234E-005,1.03812312206083E-005,0.000649329207998618,0.00018470391567312,-9.33973645117942E-006,-2.52032055273649E-006,9.01799309218334,3.14489449258757,-2.64342880281634E-005,1.70722615700698E-005,0.332722421724209,0.115363820240173,-6.45739419187004E-005,6.95067735738589E-006,0.00373685921230159,0.00139144560080579,-7.61343817115145E-005,-1.1895571024093E-005,3.9169226377398E-005,1.38214434757095E-005,-3.07964860802428E-005,-7.1286638014752E-006
5.055,-0.32625740114859,0.945268694457461,-1.4423122995951E-006,-4.94615980946962E-007,0.720755275978768,0.253570640041658,-4.07981724425549E-005,2.00491948331168E-005,0.00893370020140182,0.00294950028162264,1.3038354617948E-005,1.05695649413216E-005,0.000651780748424824,0.000183873656955698,-9.50129493267397E-006,-2.54834247396512E-006,9.03311152566085,3.13704829098911,-2.65283850459605E-005,1.74015207708857E-005,0.333994897777877,0.115308952123438,-6.55106277216094E-005,7.24403320881364E-006,0.00376793858516935,0.00139854705436869,-7.72880315782757E-005,-1.19377496330084E-005,3.97071787696034E-005,1.39623586453493E-005,-3.12316019324887E-005,-7.17666664453576E-006
5.056,-0.325002009732413,0.945700901321858,-1.45572356084043E-006,-4.97056188139228E-007,0.72325661887527,0.2534384130541,-4.14599257710768E-005,2.04674290151995E-005,0.0090008416518849,0.0029574899419264,1.32992695388728E-005,1.07572989686711E-005,0.000654234490660049,0.000183038158887434,-9.66344315525461E-006,-2.5760749982801E-006,9.04825789712224,3.12916665844394,-2.66240764909326E-005,1.77310466228145E-005,0.335272857651307,0.11525219905991,-6.64487826091698E-005,7.5391134693878E-006,0.0037991659325223,0.00140561111138748,-7.844377454464E-005,-1.19780621579242E-005,4.02467034769515E-005,1.4102499582717E-005,-3.16678030419609E-005,-7.22404759021894E-006
5.057,-0.323744954161534,0.946131816622337,-1.4692687503191E-006,-4.99502266675671E-007,0.725767345772022,0.253301696824818,-4.21207907374788E-005,2.08871092376482E-005,0.00906828033395307,0.00296540225194844,1.35600911815377E-005,1.09444282524205E-005,0.000656690447808279,0.000182197408989261,-9.82618631324535E-006,-2.60351680315651E-006,9.06343227165223,3.12124942426172,-2.67213983551197E-005,1.80608482456485E-005,0.336556328197409,0.1151935435863,-6.73884223983849E-005,7.83592145847402E-006,0.0038305423350535,0.00141263737778016,-7.96016276188493E-005,-1.20165013800954E-005,4.07878155424589E-005,1.42418618682521E-005,-3.21051005212915E-005,-7.27080401333301E-006
5.058,-0.322486231552426,0.946561436464112,-1.48294930823253E-006,-5.01954099537486E-007,0.728287494633175,0.253160456881222,-4.27807617403138E-005,2.13082345108936E-005,0.00913601837572894,0.00297323643084356,1.38208102354167E-005,1.11309477351221E-005,0.000659148633283912,0.000181351394766494,-9.98952976090068E-006,-2.63066651587861E-006,9.07863471443284,3.11329641677062,-2.68203871132886E-005,1.83909350303146E-005,0.337845336420243,0.11513296808823,-6.83295631842809E-005,8.13446050113164E-006,0.00386206888302659,0.00141962545509606,-8.07616080808647E-005,-1.20530600445135E-005,4.13305302053559E-005,1.43804410348456E-005,-3.25435056385357E-005,-7.31693326667813E-006
5.059,-0.321225839009868,0.946989756934012,-1.49676669045344E-006,-5.04411565599251E-007,0.730817103596078,0.253014658493255,-4.34398332345676E-005,2.17308038216984E-005,0.00920405792364812,0.00298099168914202,1.40814172562606E-005,1.13168523426309E-005,0.000661609060818562,0.000180500103728145,-1.01534788586746E-005,-2.65752279910246E-006,9.0938652907425,3.10530746331071,-2.69210797402003E-005,1.87213166355112E-005,0.339139909475979,0.115070454798858,-6.92722213451503E-005,8.43473393733627E-006,0.00389374667637981,0.00142657494045351,-8.19237334785929E-005,-1.20877308531329E-005,4.18748629098698E-005,1.45182325736579E-005,-3.29830298271638E-005,-7.36243267520822E-006
5.06,-0.319963773626895,0.947416774100364,-1.51072237007553E-006,-5.06874540726508E-007,0.733356210972133,0.2528642666713,-4.40979997120432E-005,2.21548160962904E-005,0.00927240114269322,0.00298866722864011,1.43419026466346E-005,1.15021369651147E-005,0.000664071744488006,0.000179643523371665,-1.0318039116309E-005,-2.68408427660612E-006,9.10912406595507,3.0972823902274,-2.70235136999137E-005,1.90520030098257E-005,0.340440074673854,0.11500598579747,-7.0216413550042E-005,8.73674511730097E-006,0.00392557682481411,0.0014334854264944,-8.30880216340451E-005,-1.21205064711269E-005,4.24208293027581E-005,1.46552319302345E-005,-3.34236846783265E-005,-7.40729954078454E-006
5.061,-0.318700032484741,0.947842484012862,-1.52481783796365E-006,-5.09342897421644E-007,0.73590485524761,0.252709246164092,-4.47552557403678E-005,2.25802702414674E-005,0.00934105021648338,0.00299626224229605,1.46022566458259E-005,1.16867965042285E-005,0.000666536698694148,0.00017878164119398,-1.04832160789028E-005,-2.71034957321975E-006,9.12441110553878,3.08922102286483,-2.71277269694876E-005,1.93830043728131E-005,0.341745859477115,0.114939543008059,-7.11621567600489E-005,9.04049740394029E-006,0.00395756044790618,0.00144035650132327,-8.42544906505835E-005,-1.2151379522178E-005,4.29684452389272E-005,1.47914345073602E-005,-3.38654819544363E-005,-7.45153113878533E-006
5.062,-0.317434612652786,0.948266882702452,-1.53905460061081E-006,-5.1181650368077E-007,0.738463075084496,0.252549561456565,-4.54115959392848E-005,2.30071651103783E-005,0.00941000734755328,0.00300377591411842,1.48624693718024E-005,1.18708258068451E-005,0.000669003938177457,0.000177914444685917,-1.0649015372913E-005,-2.736317320559E-006,9.13972647505538,3.08112318555915,-2.7233758028322E-005,1.97143312425898E-005,0.343057291504018,0.114871108197902,-7.2109468234583E-005,9.34599417664264E-006,0.00398969867518476,0.00144718774845181,-8.54231589112832E-005,-1.21803425843276E-005,4.35177267836295E-005,1.49268356602132E-005,-3.43084335819147E-005,-7.4951247208708E-006
5.063,-0.316167511188501,0.948689966181194,-1.5534341839431E-006,-5.14295225667709E-007,0.741030909321344,0.252385176767721,-4.60670149779556E-005,2.3435499520115E-005,0.00947927475744985,0.00301120741905904,1.51225308301918E-005,1.2054219797548E-005,0.000671473478029467,0.000177041921332155,-1.08154427581122E-005,-2.76198609395456E-006,9.15507024015894,3.07298870163177,-2.73416458781191E-005,2.00459944293774E-005,0.344374398528779,0.114800662976103,-7.30583655352994E-005,9.65323882584581E-006,0.00402199264625629,0.00145397874673962,-8.65940450893668E-005,-1.22073881992236E-005,4.40686902160952E-005,1.50614307000025E-005,-3.4752551658273E-005,-7.53807750848615E-006
5.064,-0.314898725137399,0.949111730442149,-1.56795813016779E-006,-5.16778924099171E-007,0.743608396974099,0.252216056048455,-4.67215076058202E-005,2.38652722447269E-005,0.00954885468697845,0.00301855592289131,1.53824307620139E-005,1.22369732417442E-005,0.000673945333681685,0.00017616405859309,-1.09825040649857E-005,-2.78735450407326E-006,9.17044246659492,3.06481739338259,-2.74514300399205E-005,2.03780050459611E-005,0.345697208482567,0.114728188792141,-7.40088665302349E-005,9.9622347599489E-006,0.00405444351088614,0.00146072907033753,-8.77671681482619E-005,-1.22325088602237E-005,4.46213520300344E-005,1.5195214884995E-005,-3.5197848453283E-005,-7.58038669824331E-006
5.065,-0.313628251532971,0.949532171459243,-1.58262799967393E-006,-5.19267456806705E-007,0.74619557723697,0.252042162979376,-4.73750686217995E-005,2.42964820210613E-005,0.00961874939636703,0.00302582058210893,1.56421588989747E-005,1.24190810203795E-005,0.000676419520947368,0.00017528084395068,-1.1150205177789E-005,-2.81242114535117E-006,9.18584322019906,3.05660908208318,-2.75631505677711E-005,2.07103745102003E-005,0.347025749454491,0.114653666934391,-7.4960989404268E-005,1.02729854013634E-005,0.00408705242911203,0.00146743828862925,-8.89425473512324E-005,-1.2255697019854E-005,4.51757289416553E-005,1.53281834323524E-005,-3.56443364151982E-005,-7.6220494581923E-006
